type_compte,anciennete_compte,age_client,statut_professionnel,revenus_mensuels,region,montant_transaction,type_transaction,categorie_marchand,pays_transaction,heure_transaction,jour_semaine,mode_paiement,nb_trans_24h,montant_total_24h,nb_pays_24h,distance_trans_precedente,temps_depuis_derniere_trans,montant_moyen_30j,ratio_montant_moyen,auth_3d_secure,ip_match_pays,appareil_connu,nb_tentatives_echouees,score_risque_marchand,is_fraud,annee_transaction,mois_transaction
0,27.1,44.60058175027493,0,2714.9,8,86.29,0,6,6,17,4,4,4.0,337.03,2,5.96,636.81,884.98,0.1540342191385514,1,1,1,0.0,5.0,0,2023,6
0,72.09,60.92738572477634,3,2862.94,7,187.82,4,1,6,14,6,0,2.0,144.41,1,17.3,1179.57,822.85,0.2282557580902242,1,1,1,0.0,1.0,0,2023,8
2,1000.0,33.5772424274272,3,3476.61,6,66.23,3,1,7,8,5,0,2.0,231.74,1,14.26,1004.23,1149.6,0.0576093476003261,1,1,0,0.0,5.0,0,2023,2
3,42.74,49.33727174124721,3,3010.27,0,100.54,4,1,6,20,5,4,2.0,121.03,1,68.81,949.91,494.74,0.203217919429623,1,1,1,0.0,2.0,0,2023,1
3,71.87,31.62188456936624,1,3442.59,6,106.31,2,1,6,10,2,4,5.0,180.19,1,13.64,1308.66,973.51,0.1092068704232939,1,1,1,0.0,3.0,0,2023,8
3,107.64,62.28385769738107,5,403.41,8,135.84,1,2,9,19,4,0,1.0,87.33,1,15.16,875.62,884.98,1.558528176981342,1,1,1,0.0,3.0,0,2023,10
3,63.7,46.01014804953866,3,3093.75,8,36.66,1,8,6,7,1,3,1.0,33.74,1,10.24,1048.91,1078.23,0.0339971048857882,1,1,1,0.0,3.0,0,2023,5
0,28.44,48.702138152846736,0,2133.89,2,74.65,1,5,6,4,5,0,3.0,83.59,1,17.3,684.5,590.52,0.1264189752664103,1,1,1,0.0,2.0,0,2023,11
2,103.85,49.407359895675256,2,3365.08,7,55.82,4,1,6,12,5,0,2.0,155.65,1,28.79,296.83,702.81,0.0794210683057631,1,1,1,1.0,6.0,0,2023,9
0,98.51,37.91976320757833,3,2890.03,8,92.48,0,1,6,8,4,2,5.0,190.71,1,25.1,375.94,492.78,0.1876690726413253,1,1,1,1.0,1.0,0,2023,7
3,55.63,28.57386600144511,5,295.73,2,51.96,0,1,6,8,5,0,3.0,146.32,2,27.55,1089.49,91.91,0.5653283921235827,1,1,1,0.0,3.0,0,2023,1
3,40.26,54.46418122119845,3,4563.57,9,48.76,1,0,6,21,0,4,0.0,0.0,3,18.31,778.41,779.51,0.0625497801266062,1,1,1,1.0,3.0,0,2023,1
0,54.16,44.19209456407974,2,2735.42,9,47.5,0,7,9,15,6,3,2.0,58.28,1,19.99,1159.44,884.98,0.0975243603411735,1,1,1,0.0,5.0,0,2023,7
0,96.75,45.54207715215033,0,4394.9,10,40.03,4,1,6,21,4,3,2.0,170.63,1,25.4,1083.83,1470.96,0.0272105729945563,1,1,1,1.0,5.0,0,2023,6
0,102.84,28.699796422621976,5,899.92,5,167.46,4,1,6,16,5,2,1.0,17.28,1,7.34,421.0,283.61,0.5904581084097847,1,1,1,0.0,2.0,0,2023,7
2,51.85,58.01589287240655,3,3894.44,11,35.39,0,0,9,19,1,2,3.0,215.04,1,4.91,867.7,642.02,0.0551276686886419,1,1,1,0.0,2.0,0,2023,1
3,99.47,31.723088559006108,3,3689.37,0,123.44,1,0,6,20,3,3,3.0,379.7,1,18.24,307.17,1201.59,0.1027289382320602,1,1,1,0.0,5.0,0,2023,3
0,49.75,61.36290892432466,3,4284.34,11,84.48,4,1,0,13,0,2,1.0,103.14,1,11.37,389.79,1706.68,0.0494991842991203,1,1,1,1.0,2.0,0,2023,2
0,60.48,82.15564242181792,5,235.23,11,91.55,3,1,6,7,3,0,1.0,182.02,1,2.45,432.52,82.35,1.1116850198655086,1,1,1,0.0,8.0,0,2023,1
2,14.82,49.35524299218064,3,4625.52,6,107.02,1,0,6,13,4,0,3.0,342.26,1,6.39,635.01,1234.8,0.0866693156196259,0,1,1,0.0,4.0,0,2023,3
0,15.76,38.31240983421459,3,7946.31,4,4624.41,3,1,8,23,3,4,9.0,8105.0,1,17.3,262.9,5272.02,0.8771607083581001,1,1,0,9.0,3.0,1,2023,1
0,34.29,39.37218934851733,0,1849.98,0,118.52,2,1,6,20,2,2,1.0,161.5,1,19.14,466.13,363.19,0.3263240544922093,1,1,1,0.0,2.0,0,2023,7
3,37.61,40.38587322359924,1,6444.2,11,72.24,3,1,6,21,3,4,1.0,142.27,1,3.01,1747.9,1281.94,0.0563493539331847,1,1,1,0.0,5.0,0,2023,11
0,105.44,35.871115267163304,3,3705.33,11,57.13,1,3,0,20,2,4,3.0,143.59,1,17.3,411.61,1055.38,0.0541296411635852,1,1,1,1.0,1.0,0,2023,12
1,23.19,30.878177490161303,3,3328.4,7,42.62,0,6,6,9,3,4,1.0,36.12,1,27.42,941.37,1208.96,0.0352558768730117,1,1,1,0.0,3.0,0,2023,8
3,107.75,18.51771711061204,3,5267.5,11,70.15,1,3,3,7,0,0,4.0,258.91,1,20.19,261.64,949.03,0.0739171344821549,1,1,1,0.0,1.0,0,2023,12
0,48.93,41.15967796543319,5,756.46,11,88.58,3,1,6,10,0,0,1.0,150.98,1,17.3,1050.72,191.56,0.4624081675189213,1,1,1,0.0,3.0,0,2023,10
3,98.45,29.292437962516345,0,3058.97,9,218.1,3,1,4,15,4,4,2.0,139.8,1,2.18,673.72,744.15,0.2930883149645724,1,1,1,0.0,2.0,0,2023,12
0,43.45,54.57817954073981,1,5134.85,5,141.71,1,1,6,20,3,2,2.0,53.94,1,29.09,936.96,915.08,0.1548623520369128,1,1,1,0.0,3.0,0,2023,9
0,24.87,20.10400649431333,0,2539.21,2,57.73,2,1,6,12,2,2,4.0,302.25,1,29.34,988.28,646.75,0.0892678299463869,1,1,0,0.0,2.0,0,2023,10
3,42.36,30.766327191473327,2,2501.98,11,100.77,4,1,6,10,4,2,4.0,191.85,1,17.3,1174.56,622.04,0.1619957683727788,1,1,0,0.0,5.0,0,2023,6
3,24.67,31.35569862605305,3,5280.63,3,128.67,2,1,6,11,5,0,4.0,413.46,1,4.86,497.64,1612.5,0.0797972600411239,0,1,1,0.0,3.0,0,2023,1
0,40.55,39.00714937845679,2,1731.55,1,153.38,0,0,6,3,0,0,3.0,204.15,1,13.33,918.84,386.81,0.3965284691492181,1,1,1,0.0,6.0,0,2023,10
2,71.98,51.6864463312551,3,5491.75,3,88.2,4,1,6,19,5,2,3.0,254.27,1,6.1,914.55,2008.84,0.0439040198495269,1,0,1,0.0,8.0,0,2023,7
2,7.07,48.94384632252322,1,1262.58,0,1468.33,0,5,6,19,0,2,26.0,11658.97,2,17.3,371.09,1737.15,0.8452475451745664,0,1,0,0.0,6.0,1,2023,5
0,42.15,22.67003360475588,4,585.89,11,90.21,0,8,6,6,2,4,0.0,0.0,1,12.37,495.69,203.11,0.4441549346041407,1,1,0,0.0,4.0,0,2023,12
0,24.13,39.9335732328117,2,3365.08,3,114.42,0,0,6,1,2,4,3.0,306.41,2,12.78,1032.47,684.89,0.1670668818587572,1,1,1,0.0,3.0,0,2023,10
0,21.26,30.77513968779796,3,4897.57,11,134.69,1,1,6,8,1,0,2.0,260.27,1,34.2,343.84,1721.28,0.0782473241989538,1,1,1,0.0,3.0,0,2023,6
2,29.89,48.39738673350124,0,3602.91,9,44.65,0,7,6,9,3,0,1.0,45.57,3,33.69,1299.2,1212.33,0.0368299961887543,1,1,1,0.0,4.0,0,2023,9
3,39.68,44.816205299728665,5,3365.08,3,68.19,1,8,6,10,5,0,3.0,103.37,1,14.42,1276.08,93.2,0.7315957422861418,1,1,1,1.0,1.0,0,2023,10
0,49.95,49.1506315174248,2,2141.99,5,103.15,1,0,6,9,5,3,2.0,181.65,1,20.06,862.74,884.98,0.1671019055507785,1,1,0,1.0,2.0,0,2023,9
1,73.81,25.431653294808704,2,3190.49,9,66.66,3,1,5,11,5,0,2.0,84.32,1,7.96,833.61,549.19,0.1213829109350348,1,1,1,0.0,3.0,0,2023,3
1,74.43,19.94513655339085,1,8382.06,7,97.13,1,4,4,18,0,4,1.0,51.13,1,13.83,703.12,884.98,0.0546176329269552,1,1,1,0.0,2.0,0,2023,12
0,39.46,56.83903606587473,3,3365.08,8,164.53,1,0,6,16,1,3,1.0,96.57,1,26.41,1333.07,661.19,0.2488440606734704,1,1,1,0.0,6.0,0,2023,11
0,32.65,43.98330602860204,5,422.1,4,65.28,0,1,6,15,1,2,2.0,201.91,1,6.72,453.31,94.11,0.6936757074939885,0,1,1,0.0,1.0,0,2023,4
0,22.63,18.116874777393534,2,2408.97,0,124.32,0,0,6,16,5,0,1.0,18.76,1,17.3,453.48,884.98,0.2509427646014194,1,1,0,0.0,1.0,0,2023,8
0,16.71,19.7511727263132,3,2609.41,5,209.59,1,1,6,6,3,1,0.0,0.0,1,14.91,328.45,857.56,0.244397473621824,1,1,1,0.0,5.0,0,2023,5
0,72.07,38.74745510001694,3,3787.14,2,114.13,0,8,6,12,3,2,4.0,539.28,1,28.75,1459.11,871.51,0.130958389864375,1,1,1,0.0,7.0,0,2023,5
3,43.81,54.52765704736774,3,3365.08,10,86.35,4,1,6,16,1,0,0.0,0.0,1,24.97,963.59,640.03,0.1349224996487219,1,1,1,0.0,2.0,0,2023,12
2,72.21,73.12077740541822,3,5229.19,7,107.52,0,0,6,17,1,4,2.0,32.26,1,20.75,753.2,1574.22,0.0683037508071001,1,1,1,0.0,2.0,0,2023,11
0,39.09,55.774260055702136,0,2997.16,8,127.25,1,8,5,13,3,0,1.0,16.59,1,8.28,1270.78,473.98,0.2684810862318936,1,1,1,0.0,8.0,0,2023,3
2,55.93,52.65513567784658,0,4348.4,4,87.59,1,8,6,8,5,4,3.0,59.08,1,7.6,687.54,1139.9,0.0768406539048976,1,1,1,1.0,2.0,0,2023,10
0,53.7,39.95110690044727,2,1505.14,11,55.24,3,1,0,17,4,4,2.0,136.68,2,0.99,522.52,484.05,0.1141176894501408,1,1,1,0.0,3.0,0,2023,9
0,92.37,42.294715129296605,1,4867.6,7,88.75,1,7,8,11,1,2,4.0,217.8,2,6.4,778.44,884.98,0.0563207441877164,1,0,0,0.0,8.0,0,2023,8
3,87.19,48.60509686963463,2,4358.51,11,40.79,0,8,6,12,4,2,0.0,0.0,1,4.62,797.89,995.49,0.0409709853838272,1,1,1,0.0,4.0,0,2023,9
3,87.51,30.41254326561709,3,5168.77,11,116.26,1,5,6,10,6,0,0.0,0.0,3,16.05,1097.31,880.71,0.1320025363242768,0,1,1,0.0,5.0,0,2023,12
3,47.78,48.304520321557206,3,3443.49,6,177.59,0,8,0,11,3,3,2.0,110.14,2,11.37,727.72,1366.18,0.1299914124051196,1,1,1,0.0,6.0,0,2023,6
3,72.44,56.97460397988739,1,4648.32,11,85.25,1,0,5,12,0,0,1.0,42.44,1,1.62,556.71,884.98,0.0486821338784899,0,1,1,0.0,7.0,0,2023,12
0,11.99,55.11393016930828,0,7898.87,11,16.88,4,1,7,11,3,4,3.0,72.09,1,21.49,1463.35,1291.22,0.0130756996673873,1,1,1,1.0,2.0,0,2023,6
0,33.52,42.82329902233643,3,4647.62,8,1128.73,1,5,0,2,1,4,28.0,30872.04,1,55.06,114.62,884.98,0.2122235380876155,0,0,0,1.0,8.0,1,2023,7
3,32.55,49.35232108583296,5,1034.51,0,97.61,1,7,6,9,3,1,3.0,206.72,1,17.3,804.53,339.59,0.2874351036765775,1,1,1,0.0,1.0,0,2023,12
0,106.82,28.736087632009745,3,3156.54,5,56.5,3,1,6,12,4,0,1.0,18.74,1,2.71,510.63,1087.27,0.0519696717299938,1,1,1,1.0,3.0,0,2023,6
0,7.64,31.716529292715062,3,3298.28,11,5378.55,4,1,6,23,4,2,8.0,991.01,1,57.59,75.27,3138.82,1.713556726887026,0,1,1,8.0,4.0,1,2023,10
0,90.65,56.01543103459265,2,2911.92,4,88.56,2,1,6,9,5,2,2.0,355.63,1,3.56,535.01,558.13,0.1586744423296072,0,1,1,0.0,4.0,0,2023,8
2,52.22,51.13951471007312,2,1613.13,2,128.48,1,8,6,16,1,0,2.0,302.01,1,18.36,1109.76,411.13,0.3125011328974847,1,1,1,0.0,5.0,0,2023,8
0,95.81,35.53957107113828,1,5537.5,11,40.77,4,1,6,16,1,2,0.0,0.0,1,26.39,527.88,867.78,0.0469861945658664,1,1,1,0.0,5.0,0,2023,1
0,102.17,69.13549991548362,1,5797.23,11,243.23,4,1,6,13,1,4,3.0,190.7,1,12.22,712.35,884.98,0.261831618939124,1,1,1,0.0,4.0,0,2023,12
1,35.05,43.26994188409806,3,3704.91,6,114.42,0,7,6,13,3,2,1.0,58.81,1,11.35,1015.89,1101.43,0.1038868298498621,1,1,1,0.0,3.0,0,2023,6
0,50.04,39.14762912927663,5,570.12,11,151.01,1,0,6,18,0,4,3.0,92.57,1,17.3,1331.87,212.25,0.7114920089239372,1,1,1,0.0,6.0,0,2023,6
0,9.53,41.74782709920719,3,5960.73,6,1951.74,0,2,3,5,1,2,12.0,6449.59,3,6030.87,63.69,6627.89,0.2944743968822381,0,1,1,3.0,3.0,1,2023,4
2,86.75,18.0,5,550.78,7,32.84,0,6,6,9,1,3,6.0,783.93,1,42.53,528.68,116.36,0.2822196652149984,0,1,0,1.0,4.0,0,2023,9
2,57.56,64.31064408287607,2,2273.09,7,34.19,1,0,6,10,3,4,1.0,181.37,1,17.78,952.45,757.91,0.0451066346643627,0,1,1,0.0,3.0,0,2023,11
0,64.53,30.712411828378112,3,2401.73,6,154.85,4,1,6,17,5,0,2.0,207.68,1,26.51,967.03,884.98,0.2529667829629907,1,1,1,1.0,4.0,0,2023,12
3,33.84,21.36352191379391,1,4060.7,1,88.59,0,0,5,18,4,2,1.0,51.53,1,56.13,955.31,932.24,0.0950299016844306,0,0,0,0.0,2.0,0,2023,12
0,28.16,29.79159141726562,1,3212.27,0,61.77,2,1,6,8,0,0,3.0,254.57,1,32.43,851.69,507.39,0.1217424588619706,1,1,1,0.0,4.0,0,2023,12
0,88.55,47.12696282716185,3,1823.79,4,145.43,3,1,6,9,0,2,3.0,406.34,1,13.5,1399.06,347.71,0.4182619994619585,1,1,0,0.0,2.0,0,2023,2
0,123.69,42.22177631159284,0,2770.67,11,38.73,0,8,6,12,0,3,1.0,85.61,1,25.83,795.98,801.27,0.0483380547100972,1,1,0,0.0,1.0,0,2023,7
3,24.33,49.89751242719128,0,5629.07,2,110.4,0,0,6,12,0,4,0.0,0.0,1,7.89,875.92,2032.26,0.0543251692106391,0,1,1,0.0,3.0,0,2023,11
3,31.95,76.48505957930693,5,304.63,5,105.91,1,6,9,13,3,0,2.0,27.96,1,19.37,833.9,82.65,1.281400793011667,0,1,1,0.0,1.0,0,2023,4
3,120.42,47.50472309472863,3,4590.54,11,170.49,3,1,6,16,2,4,2.0,443.05,1,17.3,406.69,1502.94,0.113434842967822,1,1,1,0.0,3.0,0,2023,3
1,55.67,50.03318758700164,3,3662.45,0,91.56,4,1,7,6,3,0,1.0,13.78,1,67.12,357.48,1262.6,0.072515685139072,1,1,1,0.0,8.0,0,2023,4
0,72.21,57.88683752437435,1,3741.3,8,69.81,0,8,6,19,5,0,1.0,110.38,1,9.41,246.8,1123.72,0.0621216737635684,1,1,0,0.0,3.0,0,2023,12
0,30.66,31.36421071668812,5,936.35,4,56.83,0,8,6,15,1,4,1.0,102.72,1,23.45,951.83,296.75,0.1915159172218738,1,1,1,0.0,6.0,0,2023,8
0,59.49,55.61686459108547,3,3365.08,0,97.93,2,1,0,9,0,4,1.0,18.51,1,59.84,452.85,1609.09,0.0608610923610965,1,1,1,0.0,5.0,0,2023,7
0,84.53,45.952673346713645,2,1889.84,6,152.18,1,8,6,20,0,4,0.0,0.0,1,9.56,1086.93,455.81,0.3338663014631424,1,1,1,0.0,3.0,0,2023,1
3,75.18,54.00827007987752,2,1848.17,8,80.87,0,8,6,13,3,0,2.0,102.31,2,8.62,403.58,597.49,0.1353500218816319,1,1,1,0.0,5.0,0,2023,9
0,78.56,58.38312855133761,2,3032.45,4,106.89,0,8,6,13,3,2,1.0,181.9,1,3.68,1106.52,1138.24,0.0939096955747825,1,1,1,0.0,10.0,0,2023,7
0,64.96,45.010611146778736,3,3240.46,11,170.77,1,7,6,17,6,2,1.0,106.63,1,5.92,1033.3,895.87,0.1906201299175275,1,1,1,0.0,1.0,0,2023,10
0,93.39,47.29398834737209,5,3365.08,4,54.37,4,1,0,11,2,0,0.0,0.0,1,45.97,692.62,200.16,0.2716296918634306,1,1,1,0.0,3.0,0,2023,5
2,68.69,58.57573934228857,3,7989.18,4,85.31,1,6,6,14,6,2,0.0,0.0,1,13.65,657.83,1521.55,0.0560700568898896,1,1,1,0.0,2.0,0,2023,3
3,23.2,27.79385029577877,3,2536.54,1,126.79,1,1,6,18,6,1,5.0,173.87,1,17.3,803.78,984.86,0.1287364252921539,1,1,1,0.0,4.0,0,2023,6
0,117.72,49.35680119511128,3,3203.75,8,65.32,2,1,6,19,5,2,3.0,526.63,1,6.29,623.27,907.27,0.0720013667015818,1,1,0,0.0,3.0,0,2023,6
0,54.45,29.829093427497696,3,5127.07,1,49.33,3,1,6,13,2,2,2.0,122.72,1,13.56,1081.36,1480.28,0.0333239990056781,1,1,1,0.0,2.0,0,2023,2
0,98.28,33.36210317418348,3,3165.08,9,77.02,2,1,6,20,3,1,4.0,461.4,1,12.82,409.55,932.34,0.0826120835937395,1,1,1,0.0,3.0,0,2023,11
3,115.69,43.95059946494718,1,3856.22,0,62.8,1,6,6,3,6,4,2.0,207.08,1,31.45,722.92,625.85,0.1003406271928045,1,1,1,0.0,8.0,0,2023,7
0,42.78,46.47522433187773,3,3781.39,3,110.39,0,3,8,19,0,2,4.0,418.67,1,33.52,967.94,675.23,0.1634780925032748,1,1,1,0.0,1.0,0,2023,12
0,24.66,41.98229408091928,3,3507.08,3,112.94,0,0,6,14,6,0,2.0,90.43,1,23.29,1361.06,841.36,0.1342313267873784,1,1,0,0.0,7.0,0,2023,5
0,34.89,53.28499946424372,3,3822.83,9,47.7,3,1,6,9,2,2,3.0,144.73,1,20.29,438.74,587.21,0.0812358294413666,1,1,1,0.0,3.0,0,2023,7
0,51.96,56.46213909563343,3,3365.08,0,65.36,4,1,6,7,6,0,1.0,28.67,1,8.67,745.03,1015.13,0.064386177624601,1,1,1,0.0,3.0,0,2023,2
0,78.37,35.42627108888246,4,534.39,0,142.73,1,0,0,7,5,4,2.0,160.95,1,19.35,856.54,136.87,1.042852706909308,1,1,0,0.0,3.0,0,2023,8
0,38.34,69.95302581807567,3,3692.54,4,260.48,0,0,6,11,0,2,1.0,154.17,1,12.72,1110.0,1065.24,0.2445254757529152,1,1,0,0.0,9.0,0,2023,6
2,69.58,40.6429685557221,3,4009.17,3,87.87,1,5,3,17,0,0,1.0,208.86,1,17.3,715.21,904.47,0.0971487114199483,1,1,1,0.0,1.0,0,2023,5
0,46.8,51.25283663967097,3,4628.61,6,117.64,2,1,6,10,3,2,1.0,45.68,1,9.24,1797.01,1551.34,0.0758297654160732,1,1,1,0.0,4.0,0,2023,3
3,52.68,58.12173336745674,1,4408.47,11,116.22,1,1,6,13,1,2,1.0,119.23,1,10.37,1847.84,1381.21,0.0841446486302288,1,0,1,1.0,1.0,0,2023,8
0,21.08,56.383260389331646,0,2980.06,0,63.1,0,0,6,10,6,2,2.0,246.24,1,14.59,531.74,971.17,0.0649756240295795,1,1,1,0.0,1.0,0,2023,11
3,58.27,85.0,3,4037.65,9,135.83,0,8,6,6,2,0,3.0,141.9,1,19.9,1384.82,1148.05,0.118312667295689,1,1,0,0.0,1.0,0,2023,11
1,144.49,38.13453501669914,0,5051.31,4,74.92,0,0,6,15,1,0,1.0,162.35,1,22.32,314.24,1884.68,0.0397526934069309,1,1,0,0.0,8.0,0,2023,12
3,55.29,59.506380122128746,2,1630.31,8,78.9,0,0,5,8,3,2,4.0,192.53,1,6.23,814.41,293.21,0.269107104827134,1,1,1,0.0,4.0,0,2023,12
0,27.91,69.43221702103001,3,3506.14,2,60.17,1,7,6,17,0,4,1.0,21.81,1,38.2,708.09,721.77,0.0833669856495042,1,1,1,0.0,3.0,0,2023,12
0,31.35,44.67809071117234,3,3365.08,0,124.14,1,7,6,9,0,4,0.0,0.0,1,14.28,1035.19,1086.78,0.1142302415448278,1,1,1,0.0,2.0,0,2023,6
2,92.03,45.61704041122356,1,3365.08,10,68.05,3,1,6,17,4,0,0.0,0.0,1,10.81,1855.46,1408.47,0.0483172374987272,1,1,0,0.0,2.0,0,2023,1
2,32.81,40.56872321411374,3,4134.18,2,148.57,1,8,6,18,4,0,3.0,501.4,1,14.45,564.85,1177.02,0.1262250090618959,1,1,1,0.0,4.0,0,2023,9
3,36.2,18.0,5,802.76,4,79.59,0,6,6,12,5,3,3.0,529.87,1,6.23,1053.64,173.44,0.4588948399898063,1,1,0,0.0,7.0,0,2023,2
0,33.17,42.121384327828295,1,6317.71,0,-500.0,0,1,6,17,4,2,4.0,728.82,1,26.63,439.57,1961.48,0.0422793213975804,1,1,1,1.0,7.0,0,2023,1
0,84.82,45.143477071501046,3,4879.93,7,41.57,2,1,7,19,6,3,3.0,74.71,1,10.3,1406.0,1143.98,0.0363364328674619,0,1,1,0.0,1.0,0,2023,5
0,47.49,22.3546357433623,3,2844.99,11,50.87,1,0,6,20,0,3,3.0,682.41,2,27.68,495.5,1133.55,0.0448730081243988,1,1,1,0.0,5.0,0,2023,6
3,123.24,44.98136034445925,3,4458.44,7,109.79,1,3,6,18,1,4,1.0,62.14,1,2.46,706.25,788.98,0.1391586452515953,0,1,1,0.0,5.0,0,2023,12
0,18.35,62.27190005569422,2,2459.99,7,213.39,4,1,6,8,4,4,3.0,675.46,3,23.25,706.34,880.27,0.2424155740343365,1,1,0,0.0,2.0,0,2023,1
0,52.41,56.63343353278211,3,3433.54,5,63.53,0,4,6,6,3,4,2.0,207.16,1,7.42,898.72,884.98,0.0657495216966391,1,1,1,1.0,4.0,0,2023,4
3,37.99,48.64688146183874,0,2270.52,11,50.79,1,5,6,18,2,0,2.0,223.97,1,15.86,454.6,415.94,0.1221077554655705,1,1,1,0.0,3.0,0,2023,3
1,43.73,46.42449284727597,3,3703.84,0,39.31,0,1,6,10,1,2,2.0,96.99,1,21.38,286.58,1260.66,0.031180217192893,1,1,1,0.0,3.0,0,2023,8
2,14.57,41.705703175901,5,457.8,1,2610.9,3,1,6,20,0,0,9.0,461.51,2,144.81,115.42,268.23,9.733809875874622,0,1,0,1.0,7.0,1,2023,11
3,21.25,59.83712099519697,1,9379.47,0,116.76,0,5,6,9,0,0,1.0,40.93,1,9.79,758.78,1717.94,0.0679639490743811,0,1,1,0.0,1.0,0,2023,4
3,36.14,55.40662619436013,0,3365.08,5,41.96,0,8,0,4,5,3,0.0,0.0,1,9.61,1048.79,93.43,0.4490749790619424,1,1,1,0.0,4.0,0,2023,3
2,58.97,48.42194424491721,3,3654.17,0,271.26,0,7,8,11,4,0,2.0,254.22,1,38.16,1100.36,1075.94,0.2521159574323953,0,1,1,0.0,1.0,0,2023,12
3,48.12,40.14331787782798,1,2750.31,3,52.21,1,7,6,20,4,0,1.0,92.23,1,0.56,290.56,655.85,0.0796102097412276,1,1,1,0.0,3.0,0,2023,7
2,22.53,67.57038824532418,0,2809.75,5,239.76,4,1,6,18,3,2,2.0,78.96,2,17.3,221.63,686.47,0.3492683351109804,1,1,1,0.0,1.0,0,2023,7
0,31.51,43.20917214975973,3,5426.34,9,140.64,3,1,6,17,3,4,1.0,85.96,1,23.63,765.27,1662.1,0.0846186076543229,1,1,1,0.0,1.0,0,2023,4
0,37.79,33.46372011037958,3,3221.1,11,197.73,1,1,6,6,5,0,3.0,219.04,1,12.92,1391.29,1116.69,0.1770720156951384,1,1,1,0.0,2.0,0,2023,4
3,131.36,80.58900849205273,3,2760.81,6,55.59,2,1,6,12,4,0,2.0,34.28,1,31.28,759.8,965.2,0.0575907832849564,1,1,1,0.0,9.0,0,2023,6
3,31.05,34.28298520120747,0,3406.29,11,70.47,0,5,6,21,2,0,3.0,318.79,1,16.03,743.26,1019.09,0.0691531501476483,1,1,0,0.0,2.0,0,2023,7
2,25.92,67.06710253671591,2,1586.67,11,46.7,3,1,6,17,1,2,2.0,41.48,1,32.47,638.61,357.92,0.130477365342108,1,1,1,0.0,2.0,0,2023,4
0,51.26,40.8425382417956,3,4799.56,6,102.74,1,8,0,13,0,2,2.0,48.35,1,17.3,990.35,1341.37,0.076596617391207,0,1,1,0.0,7.0,0,2023,7
0,79.63,40.16974003270518,3,3830.07,4,149.77,2,1,0,17,1,0,2.0,47.85,1,45.33,796.83,705.26,0.2123679600472907,1,1,1,0.0,4.0,0,2023,12
2,37.86,28.480224118193583,2,3365.08,9,59.48,3,1,6,22,1,0,1.0,47.96,1,17.3,538.64,1018.98,0.0583721751934865,1,1,1,0.0,2.0,0,2023,5
2,95.24,34.950283279791215,1,4093.19,9,124.0,4,1,6,10,6,1,1.0,84.55,1,32.36,1194.11,985.44,0.1258278224949818,1,1,1,0.0,3.0,0,2023,10
0,36.1,67.63384382775902,2,1424.64,11,99.34,4,1,6,8,3,4,2.0,68.18,1,1.0,975.84,215.4,0.4612013543117372,1,1,0,0.0,3.0,0,2023,6
0,44.02,18.0,3,2828.51,1,132.56,0,8,6,12,3,2,1.0,31.78,1,16.96,660.23,997.98,0.1328276053608458,1,1,1,1.0,3.0,0,2023,1
3,36.64,40.797819656249416,3,5081.78,11,99.02,1,7,6,5,3,4,1.0,31.95,1,12.01,842.2,1838.55,0.053858498986287,1,1,1,0.0,3.0,0,2023,7
0,18.81,49.13835059802127,2,2236.84,4,122.87,0,6,6,10,2,3,3.0,218.81,1,13.91,1254.01,355.37,0.3457587536557648,1,1,1,0.0,3.0,0,2023,10
3,117.32,53.942081484546335,0,3321.38,9,61.59,0,1,5,20,4,4,7.0,665.58,1,19.57,1124.01,884.98,0.0749175984055673,0,1,1,0.0,4.0,0,2023,7
2,58.67,18.0,3,3258.28,0,99.03,4,1,6,19,5,1,2.0,198.69,2,7.62,768.66,1271.53,0.0778828691010157,1,1,1,0.0,1.0,0,2023,4
0,110.03,58.77988249796635,3,4908.63,11,154.53,1,1,2,13,2,0,4.0,60.64,1,10.6,1091.59,1758.75,0.0878623350404764,1,1,1,0.0,2.0,0,2023,11
1,71.94,50.21419407211528,2,2290.31,3,88.66,0,5,6,4,3,3,3.0,101.47,1,36.08,548.71,435.1,0.2037732414737485,1,1,1,0.0,3.0,0,2023,1
0,36.82,34.147394316685904,0,2566.75,3,88.01,1,4,6,17,4,0,2.0,136.3,1,11.87,1062.12,470.78,0.1869395271516395,1,1,0,0.0,4.0,0,2023,10
3,53.32,51.539525113801446,2,1577.92,3,166.18,0,0,6,9,5,1,0.0,0.0,1,14.14,535.01,497.4,0.3341023496900742,1,1,1,0.0,3.0,0,2023,4
0,115.0,52.56875606853625,3,2820.62,1,209.53,3,1,3,9,4,2,2.0,259.53,1,56.32,648.91,704.77,0.2973075015615082,0,1,1,1.0,3.0,0,2023,4
0,110.75,49.62226513051445,1,5331.17,3,107.68,2,1,6,10,2,0,1.0,134.98,1,13.58,619.83,1825.1,0.0590011283942387,0,1,1,0.0,1.0,0,2023,1
0,70.39,45.261503852290616,3,3368.9,0,120.53,3,1,0,12,4,2,2.0,71.58,1,17.3,954.31,1274.54,0.0945686749747477,1,1,1,0.0,1.0,0,2023,6
3,58.4,65.36598636588371,3,5126.76,4,102.96,2,1,6,15,3,2,1.0,158.85,1,17.3,837.65,1084.33,0.0949504307528424,1,1,1,0.0,4.0,0,2023,12
